onset	duration	trial_type	stimulus_name	set_num	keypress	response	rt	similarity_bin
0.0	3.5	Foil	stimuli/objects/foils/foil_1348.JPG	0	3#	New	0.966	0
3.5	3.5	First	stimuli/objects/setsof2/125a.jpg	125	3#	New	0.625	0
7.0	3.5	Foil	stimuli/objects/foils/foil_1016.jpg	0	3#	New	0.727	0
10.5	3.5	Foil	stimuli/objects/foils/foil_1629.JPG	0	3#	New	0.704	0
14.0	3.5	First	stimuli/objects/setsof2/066a.jpg	66	3#	New	0.904	0
17.5	3.5	Foil	stimuli/objects/foils/foil_1548.JPG	0	3#	New	0.762	0
21.0	3.5	Foil	stimuli/objects/foils/foil_1079.JPG	0	3#	New	1.013	0
24.5	3.5	First	stimuli/objects/setsof2/034a.jpg	34	3#	New	0.902	0
28.0	3.5	Foil	stimuli/objects/foils/foil_1276.JPG	0	3#	New	0.717	0
31.5	3.5	Foil	stimuli/objects/foils/foil_1431.JPG	0	3#	New	0.637	0
35.0	3.5	Foil	stimuli/objects/foils/foil_1306.JPG	0	3#	New	0.717	0
38.5	3.5	Lure	stimuli/objects/setsof2/125b.jpg	125	3#	New	0.949	2
42.0	3.5	Foil	stimuli/objects/foils/foil_1118.jpg	0	3#	New	0.677	0
45.5	3.5	First	stimuli/objects/setsof2/033a.jpg	33	3#	New	0.771	0
49.0	3.5	Foil	stimuli/objects/foils/foil_1396.JPG	0	5%	None	1.743	0
52.5	3.5	First	stimuli/objects/setsof2/041a.jpg	41	3#	New	0.905	0
56.0	3.5	Foil	stimuli/objects/foils/foil_1704.JPG	0	3#	New	0.930	0
59.5	3.5	First	stimuli/objects/setsof2/135b.jpg	135	3#	New	0.679	0
63.0	3.5	Foil	stimuli/objects/foils/foil_1223.JPG	0	3#	New	0.728	0
66.5	3.5	First	stimuli/objects/setsof2/052a.jpg	52	3#	New	0.915	0
70.0	3.5	Repeat	stimuli/objects/setsof2/041a.jpg	41	1!	Old	1.159	0
73.5	3.5	Foil	stimuli/objects/foils/foil_1057.JPG	0	3#	New	0.780	0
77.0	3.5	First	stimuli/objects/setsof2/031b.jpg	31	3#	New	0.937	0
80.5	3.5	Foil	stimuli/objects/foils/foil_1069.JPG	0	3#	New	1.078	0
84.0	3.5	Foil	stimuli/objects/foils/foil_1652.JPG	0	3#	New	0.993	0
87.5	3.5	Foil	stimuli/objects/foils/foil_1512.JPG	0	3#	New	0.711	0
91.0	3.5	First	stimuli/objects/setsof2/101a.jpg	101	3#	New	0.727	0
94.5	3.5	Foil	stimuli/objects/foils/foil_1633.JPG	0	3#	New	0.715	0
98.0	3.5	First	stimuli/objects/setsof2/028a.jpg	28	3#	New	0.989	0
101.5	3.5	Foil	stimuli/objects/foils/foil_1072.JPG	0	3#	New	0.945	0
105.0	3.5	Foil	stimuli/objects/foils/foil_1639.JPG	0	3#	New	1.266	0
108.5	3.5	First	stimuli/objects/setsof2/151a.jpg	151	3#	New	1.081	0
112.0	3.5	Repeat	stimuli/objects/setsof2/031b.jpg	31	1!	Old	0.888	0
115.5	3.5	Foil	stimuli/objects/foils/foil_1078.JPG	0	3#	New	0.874	0
119.0	3.5	Foil	stimuli/objects/foils/foil_1622.JPG	0	3#	New	0.890	0
122.5	3.5	Repeat	stimuli/objects/setsof2/101a.jpg	101	3#	New	1.240	0
126.0	3.5	Foil	stimuli/objects/foils/foil_1204.JPG	0	3#	New	1.259	0
129.5	3.5	First	stimuli/objects/setsof2/176a.jpg	176	3#	New	1.308	0
133.0	3.5	First	stimuli/objects/setsof2/002a.jpg	2	3#	New	0.745	0
136.5	3.5	Foil	stimuli/objects/foils/foil_1484.JPG	0	3#	New	0.842	0
140.0	3.5	First	stimuli/objects/setsof2/153b.jpg	153	3#	New	0.899	0
143.5	3.5	Repeat	stimuli/objects/setsof2/151a.jpg	151	3#	New	0.639	0
147.0	3.5	Foil	stimuli/objects/foils/foil_1498.JPG	0	3#	New	0.903	0
150.5	3.5	Lure	stimuli/objects/setsof2/028b.jpg	28	1!	Old	1.006	6
154.0	3.5	Lure	stimuli/objects/setsof2/066b.jpg	66	2@	Similar	1.626	2
157.5	3.5	Foil	stimuli/objects/foils/foil_1642.JPG	0	3#	New	0.837	0
161.0	3.5	First	stimuli/objects/setsof2/184b.jpg	184	3#	New	0.989	0
164.5	3.5	First	stimuli/objects/setsof2/096a.jpg	96	5%	None	1.737	0
168.0	3.5	Lure	stimuli/objects/setsof2/034b.jpg	34	5%	None	1.735	2
171.5	3.5	First	stimuli/objects/setsof2/132a.jpg	132	3#	New	0.952	0
175.0	3.5	Foil	stimuli/objects/foils/foil_1706.JPG	0	3#	New	1.022	0
178.5	3.5	Foil	stimuli/objects/foils/foil_1064.jpg	0	3#	New	0.973	0
182.0	3.5	First	stimuli/objects/setsof2/111b.jpg	111	3#	New	0.972	0
185.5	3.5	Repeat	stimuli/objects/setsof2/033a.jpg	33	3#	New	1.020	0
189.0	3.5	Foil	stimuli/objects/foils/foil_1435.JPG	0	3#	New	1.510	0
192.5	3.5	First	stimuli/objects/setsof2/039a.jpg	39	3#	New	0.724	0
196.0	3.5	Repeat	stimuli/objects/setsof2/135b.jpg	135	1!	Old	1.000	0
199.5	3.5	Lure	stimuli/objects/setsof2/002b.jpg	2	2@	Similar	1.399	6
203.0	3.5	Lure	stimuli/objects/setsof2/176b.jpg	176	2@	Similar	1.293	2
206.5	3.5	First	stimuli/objects/setsof2/069b.jpg	69	3#	New	1.002	0
210.0	3.5	Foil	stimuli/objects/foils/foil_1608.JPG	0	3#	New	1.236	0
213.5	3.5	First	stimuli/objects/setsof2/170b.jpg	170	3#	New	0.807	0
217.0	3.5	Foil	stimuli/objects/foils/foil_1446.JPG	0	3#	New	0.726	0
220.5	3.5	Lure	stimuli/objects/setsof2/096b.jpg	96	2@	Similar	1.478	4
224.0	3.5	First	stimuli/objects/setsof2/185b.jpg	185	3#	New	0.789	0
227.5	3.5	Foil	stimuli/objects/foils/foil_1695.JPG	0	3#	New	0.896	0
231.0	3.5	Repeat	stimuli/objects/setsof2/052a.jpg	52	3#	New	1.559	0
234.5	3.5	First	stimuli/objects/setsof2/120b.jpg	120	3#	New	1.516	0
238.0	3.5	Repeat	stimuli/objects/setsof2/069b.jpg	69	1!	Old	1.282	0
241.5	3.5	Lure	stimuli/objects/setsof2/132b.jpg	132	2@	Similar	1.053	3
245.0	3.5	First	stimuli/objects/setsof2/186b.jpg	186	3#	New	0.784	0
248.5	3.5	Repeat	stimuli/objects/setsof2/184b.jpg	184	1!	Old	0.953	0
252.0	3.5	Lure	stimuli/objects/setsof2/170a.jpg	170	2@	Similar	1.345	4
255.5	3.5	First	stimuli/objects/setsof2/098a.jpg	98	3#	New	0.686	0
259.0	3.5	Repeat	stimuli/objects/setsof2/185b.jpg	185	1!	Old	0.931	0
262.5	3.5	Foil	stimuli/objects/foils/foil_1238.JPG	0	3#	New	0.760	0
266.0	3.5	First	stimuli/objects/setsof2/022b.jpg	22	3#	New	0.757	0
269.5	3.5	Repeat	stimuli/objects/setsof2/120b.jpg	120	1!	Old	1.146	0
273.0	3.5	Foil	stimuli/objects/foils/foil_1669.JPG	0	3#	New	0.621	0
276.5	3.5	First	stimuli/objects/setsof2/113a.jpg	113	3#	New	0.791	0
280.0	3.5	Repeat	stimuli/objects/setsof2/153b.jpg	153	1!	Old	1.554	0
283.5	3.5	Foil	stimuli/objects/foils/foil_1310.JPG	0	3#	New	0.688	0
287.0	3.5	Foil	stimuli/objects/foils/foil_1551.jpg	0	3#	New	0.727	0
290.5	3.5	Lure	stimuli/objects/setsof2/098b.jpg	98	3#	New	0.971	4
294.0	3.5	First	stimuli/objects/setsof2/038b.jpg	38	3#	New	0.684	0
297.5	3.5	First	stimuli/objects/setsof2/075b.jpg	75	3#	New	0.748	0
301.0	3.5	Lure	stimuli/objects/setsof2/022a.jpg	22	3#	New	1.401	5
304.5	3.5	Foil	stimuli/objects/foils/foil_1406.JPG	0	3#	New	1.031	0
308.0	3.5	Foil	stimuli/objects/foils/foil_1401.JPG	0	3#	New	1.099	0
311.5	3.5	First	stimuli/objects/setsof2/085a.jpg	85	3#	New	1.071	0
315.0	3.5	Lure	stimuli/objects/setsof2/186a.jpg	186	2@	Similar	0.940	3
318.5	3.5	Repeat	stimuli/objects/setsof2/113a.jpg	113	1!	Old	0.918	0
322.0	3.5	First	stimuli/objects/setsof2/009b.jpg	9	3#	New	1.087	0
325.5	3.5	Lure	stimuli/objects/setsof2/111a.jpg	111	2@	Similar	1.048	2
329.0	3.5	First	stimuli/objects/setsof2/063a.jpg	63	3#	New	1.012	0
332.5	3.5	Repeat	stimuli/objects/setsof2/039a.jpg	39	1!	Old	1.261	0
336.0	3.5	Foil	stimuli/objects/foils/foil_1050.jpg	0	3#	New	0.653	0
339.5	3.5	Foil	stimuli/objects/foils/foil_1557.JPG	0	3#	New	1.274	0
343.0	3.5	Foil	stimuli/objects/foils/foil_1387.JPG	0	3#	New	1.500	0
346.5	3.5	Foil	stimuli/objects/foils/foil_1710.JPG	0	2@	Similar	1.378	0
350.0	3.5	Foil	stimuli/objects/foils/foil_1295.JPG	0	3#	New	0.579	0
353.5	3.5	Repeat	stimuli/objects/setsof2/009b.jpg	9	1!	Old	0.961	0
357.0	3.5	Lure	stimuli/objects/setsof2/085b.jpg	85	2@	Similar	0.825	3
360.5	3.5	Lure	stimuli/objects/setsof2/038a.jpg	38	3#	New	1.047	5
364.0	3.5	Foil	stimuli/objects/foils/foil_1312.JPG	0	3#	New	0.806	0
367.5	3.5	Repeat	stimuli/objects/setsof2/075b.jpg	75	5%	None	1.725	0
371.0	3.5	Lure	stimuli/objects/setsof2/063b.jpg	63	2@	Similar	1.045	4
