onset	duration	trial_type	stimulus_name	set_num	keypress	response	rt	similarity_bin
0.0	3.5	Foil	stimuli/objects/foils/foil_1348.JPG	0	3#	New	1.065	0
3.5	3.5	First	stimuli/objects/setsof2/071b.jpg	71	3#	New	1.051	0
7.0	3.5	Foil	stimuli/objects/foils/foil_1045.JPG	0	3#	New	1.017	0
10.5	3.5	Foil	stimuli/objects/foils/foil_1600.JPG	0	3#	New	1.253	0
14.0	3.5	Foil	stimuli/objects/foils/foil_1549.JPG	0	3#	New	1.090	0
17.5	3.5	Foil	stimuli/objects/foils/foil_1258.jpg	0	3#	New	1.151	0
21.0	3.5	Foil	stimuli/objects/foils/foil_1362.JPG	0	3#	New	1.151	0
24.5	3.5	First	stimuli/objects/setsof2/064a.jpg	64	3#	New	1.089	0
28.0	3.5	Foil	stimuli/objects/foils/foil_1114.JPG	0	3#	New	0.961	0
31.5	3.5	First	stimuli/objects/setsof2/037a.jpg	37	3#	New	1.054	0
35.0	3.5	First	stimuli/objects/setsof2/012b.jpg	12	3#	New	1.200	0
38.5	3.5	Lure	stimuli/objects/setsof2/071a.jpg	71	5%	None	1.744	5
42.0	3.5	Foil	stimuli/objects/foils/foil_1682.jpg	0	3#	New	1.193	0
45.5	3.5	Foil	stimuli/objects/foils/foil_1184.JPG	0	3#	New	1.283	0
49.0	3.5	First	stimuli/objects/setsof2/110a.jpg	110	3#	New	1.335	0
52.5	3.5	Foil	stimuli/objects/foils/foil_1538.JPG	0	3#	New	1.306	0
56.0	3.5	Repeat	stimuli/objects/setsof2/037a.jpg	37	5%	None	1.744	0
59.5	3.5	Foil	stimuli/objects/foils/foil_1131.JPG	0	3#	New	1.179	0
63.0	3.5	Foil	stimuli/objects/foils/foil_1413.JPG	0	3#	New	1.197	0
66.5	3.5	First	stimuli/objects/setsof2/160b.jpg	160	3#	New	1.185	0
70.0	3.5	First	stimuli/objects/setsof2/052a.jpg	52	3#	New	1.089	0
73.5	3.5	Foil	stimuli/objects/foils/foil_1656.JPG	0	3#	New	1.149	0
77.0	3.5	First	stimuli/objects/setsof2/033b.jpg	33	3#	New	1.000	0
