onset	duration	trial_type	stimulus_name	set_num	keypress	response	rt	similarity_bin
0.0	3.5	Foil	stimuli/objects/foils/foil_1083.JPG	0	3#	New	0.613	0
3.5	3.5	Foil	stimuli/objects/foils/foil_1692.JPG	0	3#	New	0.809	0
7.0	3.5	First	stimuli/objects/setsof2/030a.jpg	30	3#	New	0.855	0
10.5	3.5	Foil	stimuli/objects/foils/foil_1285.JPG	0	3#	New	0.702	0
14.0	3.5	Foil	stimuli/objects/foils/foil_1104.JPG	0	3#	New	0.651	0
17.5	3.5	Foil	stimuli/objects/foils/foil_1160.JPG	0	3#	New	0.909	0
21.0	3.5	First	stimuli/objects/setsof2/181a.jpg	181	3#	New	1.141	0
24.5	3.5	First	stimuli/objects/setsof2/120a.jpg	120	3#	New	0.741	0
28.0	3.5	Foil	stimuli/objects/foils/foil_1425.JPG	0	3#	New	0.625	0
31.5	3.5	Foil	stimuli/objects/foils/foil_1478.JPG	0	3#	New	0.988	0
35.0	3.5	First	stimuli/objects/setsof2/155a.jpg	155	3#	New	0.567	0
38.5	3.5	Foil	stimuli/objects/foils/foil_1196.JPG	0	3#	New	0.773	0
42.0	3.5	Foil	stimuli/objects/foils/foil_1385.JPG	0	3#	New	0.704	0
45.5	3.5	First	stimuli/objects/setsof2/167a.jpg	167	3#	New	0.753	0
49.0	3.5	Foil	stimuli/objects/foils/foil_1051.JPG	0	3#	New	1.046	0
52.5	3.5	Foil	stimuli/objects/foils/foil_1679.jpg	0	3#	New	0.907	0
56.0	3.5	Foil	stimuli/objects/foils/foil_1499.JPG	0	3#	New	0.993	0
59.5	3.5	Repeat	stimuli/objects/setsof2/120a.jpg	120	3#	New	1.292	0
63.0	3.5	Foil	stimuli/objects/foils/foil_1238.JPG	0	3#	New	1.099	0
66.5	3.5	First	stimuli/objects/setsof2/061a.jpg	61	3#	New	0.727	0
70.0	3.5	Foil	stimuli/objects/foils/foil_1498.JPG	0	3#	New	0.646	0
73.5	3.5	Foil	stimuli/objects/foils/foil_1089.JPG	0	3#	New	0.999	0
77.0	3.5	First	stimuli/objects/setsof2/188b.jpg	188	3#	New	1.315	0
80.5	3.5	Foil	stimuli/objects/foils/foil_1678.JPG	0	3#	New	0.795	0
84.0	3.5	Foil	stimuli/objects/foils/foil_1020.jpg	0	3#	New	0.966	0
87.5	3.5	First	stimuli/objects/setsof2/097a.jpg	97	3#	New	0.733	0
91.0	3.5	Foil	stimuli/objects/foils/foil_1322.JPG	0	3#	New	1.012	0
94.5	3.5	Foil	stimuli/objects/foils/foil_1681.JPG	0	3#	New	0.809	0
98.0	3.5	First	stimuli/objects/setsof2/031a.jpg	31	3#	New	0.862	0
