onset	duration	trial_type	stimulus_name	set_num	keypress	response	rt	similarity_bin
0.0	3.5	Foil	stimuli/objects/foils/foil_1050.jpg	0	3#	New	0.876	0
3.5	3.5	First	stimuli/objects/setsof2/131b.jpg	131	3#	New	0.706	0
7.0	3.5	Foil	stimuli/objects/foils/foil_1350.JPG	0	3#	New	1.056	0
10.5	3.5	Foil	stimuli/objects/foils/foil_1278.JPG	0	3#	New	0.812	0
14.0	3.5	First	stimuli/objects/setsof2/044a.jpg	44	3#	New	0.959	0
17.5	3.5	Foil	stimuli/objects/foils/foil_1173.JPG	0	3#	New	0.648	0
21.0	3.5	Foil	stimuli/objects/foils/foil_1299.JPG	0	3#	New	0.752	0
24.5	3.5	Foil	stimuli/objects/foils/foil_1707.JPG	0	3#	New	0.909	0
28.0	3.5	Foil	stimuli/objects/foils/foil_1275.JPG	0	3#	New	1.377	0
31.5	3.5	Foil	stimuli/objects/foils/foil_1561.JPG	0	3#	New	1.185	0
35.0	3.5	First	stimuli/objects/setsof2/181a.jpg	181	3#	New	1.115	0
38.5	3.5	First	stimuli/objects/setsof2/174b.jpg	174	3#	New	1.252	0
42.0	3.5	Foil	stimuli/objects/foils/foil_1403.JPG	0	3#	New	1.078	0
45.5	3.5	Foil	stimuli/objects/foils/foil_1146.JPG	0	3#	New	0.838	0
49.0	3.5	First	stimuli/objects/setsof2/158a.jpg	158	3#	New	1.026	0
52.5	3.5	Foil	stimuli/objects/foils/foil_1077.JPG	0	3#	New	0.894	0
56.0	3.5	First	stimuli/objects/setsof2/116a.jpg	116	3#	New	0.801	0
59.5	3.5	Foil	stimuli/objects/foils/foil_1316.JPG	0	3#	New	1.237	0
63.0	3.5	Lure	stimuli/objects/setsof2/044b.jpg	44	5%	None	1.741	3
66.5	3.5	First	stimuli/objects/setsof2/071a.jpg	71	3#	New	0.970	0
70.0	3.5	Foil	stimuli/objects/foils/foil_1185.JPG	0	5%	None	1.741	0
73.5	3.5	Foil	stimuli/objects/foils/foil_1296.JPG	0	3#	New	1.008	0
77.0	3.5	First	stimuli/objects/setsof2/059a.jpg	59	3#	New	0.948	0
80.5	3.5	Foil	stimuli/objects/foils/foil_1608.JPG	0	3#	New	0.957	0
84.0	3.5	Foil	stimuli/objects/foils/foil_1131.JPG	0	3#	New	0.691	0
87.5	3.5	Foil	stimuli/objects/foils/foil_1060.JPG	0	3#	New	0.894	0
91.0	3.5	Repeat	stimuli/objects/setsof2/116a.jpg	116	1!	Old	1.171	0
94.5	3.5	First	stimuli/objects/setsof2/075b.jpg	75	3#	New	0.784	0
