onset	duration	trial_type	stimulus_name	set_num	keypress	response	rt	similarity_bin
0.0	3.5	Foil	stimuli/objects/foils/foil_1019.jpg	0	3#	New	1.504	0
3.5	3.5	First	stimuli/objects/setsof2/069a.jpg	69	3#	New	1.548	0
7.0	3.5	Foil	stimuli/objects/foils/foil_1593.jpg	0	3#	New	1.454	0
10.5	3.5	Foil	stimuli/objects/foils/foil_1613.JPG	0	3#	New	1.274	0
14.0	3.5	Foil	stimuli/objects/foils/foil_1361.JPG	0	3#	New	1.222	0
17.5	3.5	Foil	stimuli/objects/foils/foil_1071.JPG	0	3#	New	0.933	0
21.0	3.5	Foil	stimuli/objects/foils/foil_1108.JPG	0	3#	New	1.164	0
24.5	3.5	First	stimuli/objects/setsof2/176a.jpg	176	3#	New	0.838	0
28.0	3.5	Foil	stimuli/objects/foils/foil_1721.JPG	0	3#	New	1.425	0
31.5	3.5	Foil	stimuli/objects/foils/foil_1101.JPG	0	3#	New	1.267	0
35.0	3.5	First	stimuli/objects/setsof2/104a.jpg	104	3#	New	1.118	0
38.5	3.5	Repeat	stimuli/objects/setsof2/069a.jpg	69	5%	None	1.746	0
42.0	3.5	First	stimuli/objects/setsof2/095a.jpg	95	3#	New	1.212	0
45.5	3.5	First	stimuli/objects/setsof2/054b.jpg	54	3#	New	1.483	0
49.0	3.5	Lure	stimuli/objects/setsof2/095b.jpg	95	1!	Old	1.716	6
52.5	3.5	Foil	stimuli/objects/foils/foil_1522.JPG	0	3#	New	1.132	0
56.0	3.5	Foil	stimuli/objects/foils/foil_1283.JPG	0	3#	New	1.054	0
59.5	3.5	Foil	stimuli/objects/foils/foil_1356.JPG	0	3#	New	1.306	0
63.0	3.5	Foil	stimuli/objects/foils/foil_1010.jpg	0	3#	New	1.116	0
66.5	3.5	First	stimuli/objects/setsof2/183a.jpg	183	3#	New	1.063	0
70.0	3.5	Foil	stimuli/objects/foils/foil_1231.JPG	0	3#	New	1.338	0
73.5	3.5	Foil	stimuli/objects/foils/foil_1177.JPG	0	3#	New	1.377	0
77.0	3.5	First	stimuli/objects/setsof2/111b.jpg	111	3#	New	0.922	0
80.5	3.5	First	stimuli/objects/setsof2/144a.jpg	144	3#	New	1.120	0
84.0	3.5	Repeat	stimuli/objects/setsof2/054b.jpg	54	1!	Old	1.204	0
87.5	3.5	Foil	stimuli/objects/foils/foil_1654.JPG	0	3#	New	1.316	0
91.0	3.5	Foil	stimuli/objects/foils/foil_1615.JPG	0	3#	New	1.354	0
94.5	3.5	First	stimuli/objects/setsof2/003a.jpg	3	3#	New	0.968	0
98.0	3.5	First	stimuli/objects/setsof2/053a.jpg	53	3#	New	1.080	0
101.5	3.5	Foil	stimuli/objects/foils/foil_1102.JPG	0	3#	New	1.240	0
105.0	3.5	Foil	stimuli/objects/foils/foil_1311.JPG	0	3#	New	1.038	0
108.5	3.5	Foil	stimuli/objects/foils/foil_1442.JPG	0	3#	New	1.150	0
112.0	3.5	First	stimuli/objects/setsof2/098a.jpg	98	3#	New	1.202	0
115.5	3.5	Foil	stimuli/objects/foils/foil_1397.JPG	0	3#	New	1.153	0
