onset	duration	trial_type	stimulus_name	set_num	keypress	response	rt	similarity_bin
0.0	3.5	Foil	stimuli/objects/foils/foil_1608.JPG	0	3#	New	0.992	0
3.5	3.5	Foil	stimuli/objects/foils/foil_1261.JPG	0	3#	New	0.434	0
7.0	3.5	Foil	stimuli/objects/foils/foil_1559.JPG	0	3#	New	0.516	0
10.5	3.5	Foil	stimuli/objects/foils/foil_1215.JPG	0	3#	New	0.891	0
14.0	3.5	First	stimuli/objects/setsof2/142b.jpg	142	3#	New	0.468	0
17.5	3.5	Foil	stimuli/objects/foils/foil_1187.JPG	0	3#	New	0.324	0
21.0	3.5	First	stimuli/objects/setsof2/067b.jpg	67	5%	None	1.746	0
24.5	3.5	First	stimuli/objects/setsof2/035b.jpg	35	3#	New	0.947	0
28.0	3.5	Foil	stimuli/objects/foils/foil_1373.JPG	0	3#	New	0.695	0
31.5	3.5	Foil	stimuli/objects/foils/foil_1273.JPG	0	3#	New	0.716	0
35.0	3.5	First	stimuli/objects/setsof2/061a.jpg	61	3#	New	1.223	0
38.5	3.5	Foil	stimuli/objects/foils/foil_1721.JPG	0	3#	New	0.751	0
42.0	3.5	Foil	stimuli/objects/foils/foil_1048.JPG	0	3#	New	0.722	0
45.5	3.5	Foil	stimuli/objects/foils/foil_1379.JPG	0	3#	New	0.603	0
49.0	3.5	Foil	stimuli/objects/foils/foil_1649.JPG	0	3#	New	0.791	0
52.5	3.5	First	stimuli/objects/setsof2/116b.jpg	116	3#	New	0.836	0
56.0	3.5	First	stimuli/objects/setsof2/029a.jpg	29	3#	New	0.674	0
59.5	3.5	Foil	stimuli/objects/foils/foil_1696.JPG	0	3#	New	0.758	0
63.0	3.5	Foil	stimuli/objects/foils/foil_1640.JPG	0	3#	New	0.461	0
66.5	3.5	First	stimuli/objects/setsof2/030b.jpg	30	3#	New	0.591	0
70.0	3.5	Lure	stimuli/objects/setsof2/035a.jpg	35	2@	Similar	1.391	3
73.5	3.5	Repeat	stimuli/objects/setsof2/061a.jpg	61	1!	Old	1.341	0
77.0	3.5	Foil	stimuli/objects/foils/foil_1694.jpg	0	3#	New	0.597	0
80.5	3.5	Foil	stimuli/objects/foils/foil_1307.JPG	0	3#	New	0.886	0
84.0	3.5	Foil	stimuli/objects/foils/foil_1218.JPG	0	3#	New	0.716	0
87.5	3.5	First	stimuli/objects/setsof2/023b.jpg	23	3#	New	0.665	0
91.0	3.5	First	stimuli/objects/setsof2/059b.jpg	59	3#	New	0.694	0
94.5	3.5	Foil	stimuli/objects/foils/foil_1120.JPG	0	3#	New	0.850	0
98.0	3.5	First	stimuli/objects/setsof2/071a.jpg	71	3#	New	0.622	0
101.5	3.5	Foil	stimuli/objects/foils/foil_1610.JPG	0	3#	New	0.604	0
105.0	3.5	Repeat	stimuli/objects/setsof2/030b.jpg	30	1!	Old	1.005	0
