onset	duration	trial_type	stimulus_name	set_num	keypress	response	rt	similarity_bin
0.0	3.5	Foil	stimuli/objects/foils/foil_1527.JPG	0	3#	New	1.208	0
3.5	3.5	First	stimuli/objects/setsof2/069b.jpg	69	3#	New	0.496	0
7.0	3.5	Foil	stimuli/objects/foils/foil_1173.JPG	0	3#	New	0.653	0
10.5	3.5	Foil	stimuli/objects/foils/foil_1020.jpg	0	3#	New	0.618	0
14.0	3.5	Foil	stimuli/objects/foils/foil_1647.JPG	0	3#	New	0.603	0
17.5	3.5	Foil	stimuli/objects/foils/foil_1714.JPG	0	3#	New	0.775	0
21.0	3.5	Foil	stimuli/objects/foils/foil_1028.JPG	0	3#	New	0.561	0
24.5	3.5	First	stimuli/objects/setsof2/154a.jpg	154	3#	New	0.560	0
28.0	3.5	First	stimuli/objects/setsof2/047a.jpg	47	3#	New	0.712	0
31.5	3.5	Foil	stimuli/objects/foils/foil_1214.JPG	0	3#	New	0.853	0
35.0	3.5	First	stimuli/objects/setsof2/103a.jpg	103	3#	New	0.813	0
38.5	3.5	Lure	stimuli/objects/setsof2/069a.jpg	69	1!	Old	1.074	2
42.0	3.5	Foil	stimuli/objects/foils/foil_1713.JPG	0	3#	New	1.064	0
45.5	3.5	Foil	stimuli/objects/foils/foil_1217.JPG	0	5%	None	1.745	0
49.0	3.5	First	stimuli/objects/setsof2/025a.jpg	25	3#	New	0.748	0
52.5	3.5	Foil	stimuli/objects/foils/foil_1343.JPG	0	3#	New	1.161	0
56.0	3.5	Repeat	stimuli/objects/setsof2/047a.jpg	47	5%	None	1.744	0
59.5	3.5	First	stimuli/objects/setsof2/001a.jpg	1	3#	New	1.191	0
63.0	3.5	Foil	stimuli/objects/foils/foil_1170.JPG	0	3#	New	0.777	0
66.5	3.5	First	stimuli/objects/setsof2/183b.jpg	183	3#	New	1.312	0
70.0	3.5	Repeat	stimuli/objects/setsof2/103a.jpg	103	5%	None	1.743	0
73.5	3.5	Lure	stimuli/objects/setsof2/154b.jpg	154	2@	Similar	1.022	1
77.0	3.5	Foil	stimuli/objects/foils/foil_1103.JPG	0	3#	New	0.701	0
80.5	3.5	Foil	stimuli/objects/foils/foil_1337.JPG	0	3#	New	0.689	0
84.0	3.5	First	stimuli/objects/setsof2/111a.jpg	111	3#	New	1.088	0
87.5	3.5	First	stimuli/objects/setsof2/019b.jpg	19	3#	New	0.789	0
91.0	3.5	Repeat	stimuli/objects/setsof2/001a.jpg	1	5%	None	1.743	0
94.5	3.5	Foil	stimuli/objects/foils/foil_1460.JPG	0	3#	New	0.767	0
98.0	3.5	First	stimuli/objects/setsof2/007b.jpg	7	3#	New	0.837	0
101.5	3.5	Foil	stimuli/objects/foils/foil_1067.JPG	0	3#	New	1.095	0
105.0	3.5	Foil	stimuli/objects/foils/foil_1465.JPG	0	3#	New	1.029	0
