onset	duration	trial_type	stimulus_name	set_num	keypress	response	rt	similarity_bin
0.0	3.5	Foil	stimuli/objects/foils/foil_1382.JPG	0	3#	New	0.638	0
3.5	3.5	Foil	stimuli/objects/foils/foil_1326.jpg	0	3#	New	0.449	0
7.0	3.5	Foil	stimuli/objects/foils/foil_1516.JPG	0	5%	None	1.748	0
10.5	3.5	Foil	stimuli/objects/foils/foil_1363.JPG	0	3#	New	0.332	0
14.0	3.5	First	stimuli/objects/setsof2/101a.jpg	101	3#	New	0.540	0
17.5	3.5	Foil	stimuli/objects/foils/foil_1356.JPG	0	3#	New	0.549	0
21.0	3.5	Foil	stimuli/objects/foils/foil_1024.jpg	0	3#	New	0.442	0
24.5	3.5	First	stimuli/objects/setsof2/131a.jpg	131	3#	New	0.481	0
28.0	3.5	First	stimuli/objects/setsof2/050a.jpg	50	3#	New	0.460	0
31.5	3.5	Foil	stimuli/objects/foils/foil_1482.JPG	0	3#	New	0.537	0
35.0	3.5	First	stimuli/objects/setsof2/029b.jpg	29	3#	New	0.825	0
38.5	3.5	Repeat	stimuli/objects/setsof2/050a.jpg	50	1!	Old	1.319	0
42.0	3.5	Foil	stimuli/objects/foils/foil_1696.JPG	0	3#	New	0.709	0
45.5	3.5	Foil	stimuli/objects/foils/foil_1168.JPG	0	3#	New	0.569	0
49.0	3.5	Lure	stimuli/objects/setsof2/101b.jpg	101	2@	Similar	1.230	2
52.5	3.5	First	stimuli/objects/setsof2/085a.jpg	85	3#	New	0.618	0
56.0	3.5	First	stimuli/objects/setsof2/104b.jpg	104	3#	New	0.517	0
59.5	3.5	Lure	stimuli/objects/setsof2/131b.jpg	131	2@	Similar	1.174	3
63.0	3.5	Foil	stimuli/objects/foils/foil_1464.JPG	0	3#	New	0.554	0
66.5	3.5	First	stimuli/objects/setsof2/166a.jpg	166	3#	New	0.980	0
70.0	3.5	Foil	stimuli/objects/foils/foil_1082.JPG	0	3#	New	0.505	0
73.5	3.5	Foil	stimuli/objects/foils/foil_1479.JPG	0	3#	New	0.716	0
77.0	3.5	First	stimuli/objects/setsof2/115b.jpg	115	3#	New	0.601	0
80.5	3.5	Lure	stimuli/objects/setsof2/029a.jpg	29	2@	Similar	0.983	1
84.0	3.5	Foil	stimuli/objects/foils/foil_1393.JPG	0	3#	New	0.497	0
87.5	3.5	Repeat	stimuli/objects/setsof2/085a.jpg	85	1!	Old	0.977	0
91.0	3.5	Lure	stimuli/objects/setsof2/104a.jpg	104	2@	Similar	0.877	3
94.5	3.5	Foil	stimuli/objects/foils/foil_1241.JPG	0	3#	New	0.993	0
98.0	3.5	First	stimuli/objects/setsof2/057b.jpg	57	3#	New	0.702	0
101.5	3.5	Foil	stimuli/objects/foils/foil_1133.JPG	0	3#	New	0.547	0
105.0	3.5	First	stimuli/objects/setsof2/132a.jpg	132	3#	New	0.909	0
108.5	3.5	Foil	stimuli/objects/foils/foil_1083.JPG	0	3#	New	0.698	0
112.0	3.5	Foil	stimuli/objects/foils/foil_1399.JPG	0	3#	New	0.753	0
115.5	3.5	First	stimuli/objects/setsof2/144a.jpg	144	3#	New	1.279	0
119.0	3.5	Foil	stimuli/objects/foils/foil_1404.jpg	0	3#	New	0.608	0
122.5	3.5	First	stimuli/objects/setsof2/077b.jpg	77	3#	New	0.536	0
126.0	3.5	Lure	stimuli/objects/setsof2/057a.jpg	57	1!	Old	1.426	4
129.5	3.5	First	stimuli/objects/setsof2/022b.jpg	22	5%	None	1.740	0
133.0	3.5	Foil	stimuli/objects/foils/foil_1037.JPG	0	3#	New	0.562	0
136.5	3.5	Foil	stimuli/objects/foils/foil_1233.JPG	0	3#	New	0.522	0
140.0	3.5	Foil	stimuli/objects/foils/foil_1504.JPG	0	3#	New	0.715	0
143.5	3.5	First	stimuli/objects/setsof2/053b.jpg	53	2@	Similar	1.495	0
147.0	3.5	Foil	stimuli/objects/foils/foil_1449.JPG	0	3#	New	1.275	0
150.5	3.5	First	stimuli/objects/setsof2/118b.jpg	118	2@	Similar	1.097	0
154.0	3.5	Foil	stimuli/objects/foils/foil_1458.JPG	0	3#	New	0.730	0
157.5	3.5	Foil	stimuli/objects/foils/foil_1032.JPG	0	3#	New	0.572	0
161.0	3.5	Foil	stimuli/objects/foils/foil_1538.JPG	0	3#	New	0.501	0
164.5	3.5	Repeat	stimuli/objects/setsof2/022b.jpg	22	5%	None	1.738	0
168.0	3.5	First	stimuli/objects/setsof2/146a.jpg	146	3#	New	0.708	0
171.5	3.5	First	stimuli/objects/setsof2/069b.jpg	69	3#	New	0.863	0
175.0	3.5	Foil	stimuli/objects/foils/foil_1235.JPG	0	3#	New	0.654	0
178.5	3.5	Foil	stimuli/objects/foils/foil_1657.JPG	0	3#	New	0.550	0
182.0	3.5	First	stimuli/objects/setsof2/145a.jpg	145	2@	Similar	1.374	0
185.5	3.5	Foil	stimuli/objects/foils/foil_1636.JPG	0	3#	New	1.389	0
189.0	3.5	Foil	stimuli/objects/foils/foil_1529.JPG	0	3#	New	1.467	0
192.5	3.5	Foil	stimuli/objects/foils/foil_1332.JPG	0	3#	New	0.589	0
196.0	3.5	First	stimuli/objects/setsof2/072a.jpg	72	5%	None	1.737	0
199.5	3.5	Repeat	stimuli/objects/setsof2/146a.jpg	146	1!	Old	1.000	0
203.0	3.5	First	stimuli/objects/setsof2/003a.jpg	3	3#	New	0.893	0
